Sentences,E,G,S,I
"Nhìn chung, ứng dụng di động của ACB (ACB ONE), sau một năm kể từ lần đầu tiên ra mắt, được nhìn nhận là thuận tiện cho việc sử dụng tài chính, giúp khách hàng dễ dàng hoàn thành trực tuyến hầu hết các tác vụ mà trước đó chỉ có thể thực hiện tại quầy giao dịch.",0,0,1,0
"Kiểm soát việc thực hiện bảo trì phòng ngừa, thanh tra và chứng nhận, trang bị cho tất cả máy móc, thiết bị và vật liệu đòi hỏi nghiêm ngặt đối với sự an toàn của con người.",1,0,0,0
"Các bộ phận có liên quan phải thực hiện theo từng bước sau đây của thủ tục được nêu trong văn bản này: xử lý kỷ luật, khen thưởng hoặc phạt đối với việc không tuân thủ quy trình bảo đảm an toàn lao động.",0,0,1,0
"Chúng tôi hy vọng rằng với sự hướng dẫn của Hội đồng quản trị và sự ủng hộ của cổ đông, công ty có thể đạt được các mục tiêu đề ra và mang lại lợi ích cho cổ đông, nhân viên và cộng đồng xã hội nói chung trong tương lai.",0,1,0,0
"Tiêu chuẩn và quy tắc này đề cập đến nhiều chủ đề, chẳng hạn như ""Chất lượng Nước"" và ""Nước thải.""",0,0,0,1
Chúng tôi liên tục cải tiến hệ thống này để đảm bảo hiệu quả cao nhất trong việc quản lý môi trường tại công ty của mình.,1,0,0,0
Thạc sĩ Dương tốt nghiệp loại ưu trong lĩnh vực Kỹ thuật Viễn thông từ Đại học Nam Úc ở Úc.,0,0,0,1
"Trong bộ máy quản lý điều hành của Bảo Việt, việc tích hợp tính bền vững vào các quyết định mua sắm, đầu tư và cung cấp dịch vụ giúp chúng tôi bám sát mục tiêu bền vững hơn, đặc biệt là trong lĩnh vực môi trường.",0,1,0,0
"Để duy trì việc thực hiện và cập nhật các tiêu chuẩn HSEQ quốc tế, chúng tôi sẽ nỗ lực hết mình nhằm đáp ứng đầy đủ những đòi hỏi khắt khe của khách hàng đối với hoạt động sản xuất sạch hơn và bền vững.",0,0,1,0
"Các điểm nổi bật: Mặc dù các loại vật chất có xu hướng chiếm phần lớn nhất về mặt giá cả trong chi phí đầu tư dự kiến, nhưng một kế hoạch mua sắm dài hạn vẫn đã giúp Tập đoàn giảm thiểu tác động của sự biến động giá nguyên liệu thô.",0,0,0,1
"Công ty Petrolimex chủ yếu dựa vào nhiên liệu khác và chỉ một lượng nhỏ nước để sản xuất; tuy nhiên, hầu hết nước tiêu thụ là cho các nhu cầu không phải sản xuất như cung cấp nước uống cho cán bộ công nhân viên của họ.",0,0,1,0
"Năm 2020 là 16m3/người lao động, năm 2021 còn lại 15 m3 và cho đến nay trong năm 2022, con số này đã tăng lên tới 14 m3 / người lao động..",0,0,1,0
"Tại Việt Nam, Ngân hàng Nhà nước điều chỉnh lãi suất trong giai đoạn cuối năm 2022, góp phần giảm áp lực về mức trần lãi suất cho Bảo Việt Nhân thọ.",0,1,0,0
"Tăng cường mức thu nhập, trình độ học vấn và chất lượng cuộc sống cho những cư dân trong khu vực lân cận.",0,0,0,1
Nhu cầu thị trường hiện tại hỗ trợ giả định rằng sự gia tăng này sẽ xảy ra đáng kể trong thực tế.,0,0,0,1
"Các chi tiết sau đây nêu rõ: Tổng thù lao, phụ cấp của HĐQT là hơn 3 tỷ 274 triệu đồng.",0,1,0,0
"Để đảm bảo sự chuyển đổi thành công và bền vững, tính an ninh là ưu tiên hàng đầu.",1,0,0,0
"Chúng ta nên tạo ra một đội ngũ chuyên gia có khả năng thực hiện các dự án về công nghệ thông tin và khoa học máy tính hoặc trong lĩnh vực kinh tế, đồng thời mang lại những giá trị cốt lõi của Techcomerian cùng cam kết mạnh mẽ với Ngân hàng.",0,0,0,1
"Quỹ khen thưởng của người quản lý Tập đoàn được trích lập từ nguồn lợi nhuận sau thuế thu nhập doanh nghiệp và được Đại hội cổ đông thông qua tại Nghị quyết số 01/2022/NQ-ĐHCĐ ngày 29 tháng 6 năm 2022, bằng: 6.672.370 triệu đồng (sáu nghìn sáu trăm bảy mươi hai triệu ba trăm bảy mươi ngàn), tương đương với 0,06% lợi nhuận sau thuế.",0,1,0,0
"Câu đầu tiên viết sai là ""Không phải tất cả các dự án của Vingroup đều nằm ở những khu vực có giá trị cao về đa dạng sinh học và khu bảo tồn."" Sau khi được sửa chữa, câu này trở thành ""Vingroup không tham gia vào bất kỳ hoạt động phát triển nào trong hoặc gần môi trường sống quan trọng cho loài được xác định là vùng đất ngập nước thiết yếu theo luật pháp quốc tế.""",0,0,1,0
"Vinhomes cung cấp dịch vụ phát triển, cho thuê và quản lý các dự án bất động sản dân cư đa năng phục vụ khách hàng thuộc phân khúc trung lưu và cao cấp.",0,0,1,0
Gắn đầu vào biến tần với bơm giải nhiệt cho hệ thống điều hòa không khí một pha.,0,0,0,1
Phúc lợi động vật rất quan trọng vì nó không chỉ là trách nhiệm đạo đức mà còn đóng vai trò như một điều kiện cần thiết để đàn gia súc khỏe mạnh và nâng cao hiệu quả sản xuất.,0,0,1,0
"Câu đã sửa là: ""Nghiên cứu và phát triển của các chất xơ có thể phân hủy sinh học được cải tiến để nâng cao tỷ lệ sử dụng sản phẩm bền vững như sợi tái chế, sợi nhuộm.""",1,0,0,0
"Quá trình gắn kết với các bên liên quan của Công ty được tiến hành theo từng giai đoạn, từ việc nhận diện tất cả các bên liên quan đến đánh giá ưu tiên cho những người tham gia này và thực hiện các cuộc đối thoại xây dựng với họ để giải quyết mối quan tâm của họ.",0,0,0,1
"HCM - Long Thành - Dầu Giây, dần dần phát triển hệ thống giao thông toàn diện trong vùng.",0,0,0,1
"Tư vấn cho Ban điều hành công ty về bất kỳ mối đe doạ tiềm tàng nào mà tổ chức phải đối mặt, nằm trong giới hạn quyền hạn và trách nhiệm đã được chỉ định.",0,1,0,0
"605 tấn CO2e (thêm vào đó, xem các giải pháp tiết kiệm năng lượng trong Mục E1).",0,0,0,1
"Trong đó, có 226 người sử dụng lao động được hưởng lợi với tổng số tiền là 238 triệu đồng.",0,1,0,0
"Tỷ lệ này được tính toán dựa trên các yêu cầu và hướng dẫn của tiêu chuẩn ISO 45001, tập trung vào an toàn và sức khoẻ nghề nghiệp.",0,0,0,1
"Công ty Vicostone xây dựng một môi trường làm việc an toàn, tại đây nhân viên có quyền truy cập vào tất cả thông tin và đào tạo cần thiết để tuân thủ các biện pháp vệ sinh lao động phù hợp, bao gồm việc cung cấp cho họ các trang bị bảo hộ cá nhân đầy đủ.",0,0,1,0
Mục đích của cuộc khảo sát này là để tìm hiểu cách mà các công ty tại Việt Nam đang giải quyết ESG.,0,0,0,1
"Trong khi đó, các tổ chức coi trọng sự đa dạng, bình đẳng và hòa nhập sẽ nhận được nhiều phần thưởng khác nhau, chẳng hạn như thu hút và giữ chân nhân tài xuất sắc, có được những ý tưởng sáng tạo mới mẻ, tăng cường phúc lợi của nhân viên và xây dựng danh tiếng doanh nghiệp vững mạnh.",0,0,1,0
"Công ty Coteccons áp dụng nghiêm ngặt các biện pháp về trách nhiệm môi trường, xã hội và quản trị (ESG) cả bên trong lẫn khi hợp tác với những người có cùng mục đích hướng đến sự phát triển bền vững.",0,1,0,0
"Kết quả cụ thể này sẽ được công bố trong giai đoạn Coteccons đang hoàn thành năm tài chính của mình, tức là kết thúc vào ngày 30 tháng 6 năm 2024 và kỳ vọng doanh thu vượt chỉ tiêu hơn 20%.",0,0,0,1
"Hội đồng PTBV đề xuất Hội đồng quản trị xem xét và thông qua chiến lược, chính sách và kế hoạch hoạt động của Ban.",0,1,0,0
"Dưới đây là phiên bản sửa chữa: ""Với hai mục tiêu quan trọng là phát triển tài chính xanh, tập trung vào việc cấp vốn cho các dự án năng lượng tái tạo và tận dụng công nghệ số để phát triển các sản phẩm dịch vụ mới mang lại trải nghiệm hấp dẫn hơn cho khách hàng, EVNFinance sẽ có lợi thế trong những lĩnh vực này.""",0,0,1,0
"Các thông tin về tiêu thụ năng lượng của nhà máy Trảng Bàng được cung cấp cho nền tảng Resource Advisor nhằm phục vụ mục đích xác minh kết quả cắt giảm khí nhà kính tại nhà máy có đang phù hợp với lộ trình cam kết hay không, từ đó giúp Công ty đưa ra những điều chỉnh kịp thời và phù hợp để đạt được cam kết cắt giảm khí thải đã đề ra ban đầu.",0,0,0,1
"Triển khai các hoạt động giảm nghèo bằng cách đầu tư vào việc xây dựng nhiều hơn nữa các cơ sở công cộng như nơi ở cho người dân, bệnh viện và trường học ở những vùng khó khăn.",0,0,0,1
"Cải thiện công ty đã tối ưu hóa hầu hết các chi phí, mang lại cho nó một lợi thế đáng kể trên thị trường.",0,0,0,1
"Câu đã được sửa lại như sau: ""Nếu các yếu tố này vẫn tiếp tục, chúng ta có thể kỳ vọng rằng Techcombank sẽ vượt qua kế hoạch.""",0,0,0,1
"Giai đoạn từ 2021 đến năm 2023, việc phục hồi du lịch được đặc trưng bởi mức độ tăng trưởng kinh tế cao tại các quốc gia mà ngành công nghiệp này chiếm tỷ lệ đáng kể trong tổng sản phẩm quốc nội (GDP) của họ.",0,0,0,1
Sự gián đoạn kinh doanh này khiến cho việc dự đoán và quản lý rủi ro trong hoạt động trở nên quan trọng hơn bao giờ hết.,0,1,0,0
"Xu hướng tăng trưởng này là kết quả tích luỹ từ những nỗ lực của chúng ta trong việc xây dựng một nền văn hoá tích cực và bao hàm, cũng như thực hiện nhiều sáng kiến xã hội và phát triển bền vững khác nhau trong nhiều năm.",0,0,1,0
"Quản lý khí thải nhà kính là nỗ lực của VCC để giảm lượng khí thải, bao gồm việc xây dựng hệ thống kiểm soát các nguồn phát thải và tiến hành kiểm kê theo ISO 14064-1:2018 từ năm 2024.",1,0,0,0
"Bắt đầu sản xuất sợi tái chế mở rộng cơ sở Trảng Bàng 4, tăng tổng công suất của Công ty lên 60%.",0,0,0,1
"500 nhân viên chính thức, nâng tổng số nhân viên của chúng tôi lên 54.",0,0,1,0
"Tình hình tài chính và hiệu suất vận hành tổng thể của công ty được cấp vốn là gì? Dòng tiền ra và dòng tiền vào dự kiến trong suốt quá trình thực hiện như thế nào? Các chỉ số NPV (Giá trị Hiện tại Ròng), IRR (Tỷ lệ Hoàn vốn Đầu tư) và Điểm Hòa vốn được phân tích để đánh giá hiệu suất của khoản đầu tư.",0,1,0,0
"000 tấn năm) THÔNG ĐIỆP PHÁT TRIỂN BỀN VỮNG (GRI 2-22) (MD) Thông điệp của Tổng Giám đốc Quý Cổ đông và Nhà đầu tư kính mến, Mặc dù đã chấm dứt đại dịch và nền kinh tế thế giới đang dần phục hồi và có những dự báo tích cực trong năm 2024.",0,1,0,0
Tạo ra những không gian thân thiện với môi trường và hòa nhập xã hội là một mục tiêu đầy thách thức nhưng đáng giá để chúng ta hướng tới.,0,0,1,0
Ông hiện là giám đốc không điều hành tại HSBC Amanah Malaysia Berhad và Hội đồng Thể thao Điện tử Quốc tế (IeSF).,0,1,0,0
"Lãi suất cao có tác động đáng kể lên thị trường bất động sản và xây dựng dẫn đến sụt giảm lớn về doanh số bán hàng, cho vay thế chấp và mua nhà tại nhiều nước trên thế giới.",0,0,0,1
"Một thoả thuận ngoài bảng cân đối kế toán bao gồm một bảo đảm, chấp nhận thanh toán và các nghĩa vụ khác với thời hạn cụ thể.",1,0,0,0
"Trong năm 2022, Techcombank chưa thực hiện bất kỳ giao dịch cổ phiếu quỹ nào.",0,0,0,1
"Họ được trao cơ hội sử dụng 600 tài khoản ELSA miễn phí, vì đó là một phần của các kỹ năng ngoại ngữ cần thiết để thành công trong thế giới toàn cầu hóa ngày nay.",0,0,0,1
